course_name,description,curriculum,course_links,Full_Info
Machine Learning Summer Training,"If you are a college student and looking for summer training, then you are at the right place where Analytics Vidhya is providing its virtual training along with the mega hackathon for students all over the world to compete, win grand rewards and internship opportunities.
Machine Learning Summer Training is an online program to build and enhance your programming and machine learning skills, led by the best industry experts and data science professionals. After completing this training you will be provided with a blockchain enabled certificate by Analytics Vidhya with lifetime validity.
This is the perfect starting point to ignite your fledging machine learning career and take a HUGE step towards your dream data scientist role.
If you haven't enrolled in the program already, Don't wait!","['Overview of the Course', 'Introduction to Data Science and Machine Learning', 'Setting up your system', 'Introduction to Python', 'Variables and Data Types', 'Operators', 'Conditional Statements', 'Looping Constructs', 'Data Structures', 'String Manipulation', 'Functions', 'Modules, Packages and Standard Libraries', 'Handling Text Files in Python', 'Introduction to Python Libraries for Data Science', 'Python Libraries for Data Science', 'Reading Data Files in Python', 'Preprocessing, Subsetting and Modifying Pandas Dataframes', 'Sorting and Aggregating Data in Pandas', 'Visualizing Patterns and Trends in Data', 'Machine Learning Lifecycle', 'Problem statement and Hypothesis Generation', 'Importance of Stats and EDA', 'Build Your First Predictive Model', 'Evaluation Metrics', 'Preprocessing Data', 'Build Your First ML Model: k-NN', 'Selecting the Right Model', 'Linear Models', 'Project: Customer Churn Prediction', 'Decision Tree', 'Feature Engineering', 'Project: NYC Taxi Trip Duration prediction', 'Feedback']",https://courses.analyticsvidhya.com/courses/machine-learning-summer-training,"course_name: Machine Learning Summer Training, description: If you are a college student and looking for summer training, then you are at the right place where Analytics Vidhya is providing its virtual training along with the mega hackathon for students all over the world to compete, win grand rewards and internship opportunities.
Machine Learning Summer Training is an online program to build and enhance your programming and machine learning skills, led by the best industry experts and data science professionals. After completing this training you will be provided with a blockchain enabled certificate by Analytics Vidhya with lifetime validity.
This is the perfect starting point to ignite your fledging machine learning career and take a HUGE step towards your dream data scientist role.
If you haven't enrolled in the program already, Don't wait!, curriculum: Overview of the Course, Introduction to Data Science and Machine Learning, Setting up your system, Introduction to Python, Variables and Data Types, Operators, Conditional Statements, Looping Constructs, Data Structures, String Manipulation, Functions, Modules, Packages and Standard Libraries, Handling Text Files in Python, Introduction to Python Libraries for Data Science, Python Libraries for Data Science, Reading Data Files in Python, Preprocessing, Subsetting and Modifying Pandas Dataframes, Sorting and Aggregating Data in Pandas, Visualizing Patterns and Trends in Data, Machine Learning Lifecycle, Problem statement and Hypothesis Generation, Importance of Stats and EDA, Build Your First Predictive Model, Evaluation Metrics, Preprocessing Data, Build Your First ML Model: k-NN, Selecting the Right Model, Linear Models, Project: Customer Churn Prediction, Decision Tree, Feature Engineering, Project: NYC Taxi Trip Duration prediction, Feedback, "
A Comprehensive Learning Path to Become a Data Engineer in 2022,"Where do I begin? Data Engineering is such a huge field - where do you even start learning about Data Engineering?
These are career-defining questions often asked by data engineering aspirants. There are a million resources out there to refer but the learning journey can be quite exhausting if you don’t know where to start.
Don’t worry, we are here to help you take your first steps into the world of data engineering! Here’s the learning path for people who want to become a data engineer in 2022. We have arranged and compiled all the best resources in a structured manner so that you have a unified resource to become a successful data engineer.
Moreover, we have added the most in-demand skills for the year 2022 for data engineers including storytelling, model deployment, and much more along with exercises and assignments. ","['Overview of Learning Path 2022', 'January 2022: Learn Programming', 'February 2022: Learn Relational Databases', 'March 2022: Fundamentals of Linux and Cloud Computing', 'April 2022 : NoSQL Databases', 'May 2022: Hadoop Ecosystem', 'June 2022: Data Warehousing']",https://courses.analyticsvidhya.com/courses/a-comprehensive-learning-path-to-become-a-data-engineer-in-2022,"course_name: A Comprehensive Learning Path to Become a Data Engineer in 2022, description: Where do I begin? Data Engineering is such a huge field - where do you even start learning about Data Engineering?
These are career-defining questions often asked by data engineering aspirants. There are a million resources out there to refer but the learning journey can be quite exhausting if you don’t know where to start.
Don’t worry, we are here to help you take your first steps into the world of data engineering! Here’s the learning path for people who want to become a data engineer in 2022. We have arranged and compiled all the best resources in a structured manner so that you have a unified resource to become a successful data engineer.
Moreover, we have added the most in-demand skills for the year 2022 for data engineers including storytelling, model deployment, and much more along with exercises and assignments. , curriculum: Overview of Learning Path 2022, January 2022: Learn Programming, February 2022: Learn Relational Databases, March 2022: Fundamentals of Linux and Cloud Computing, April 2022 : NoSQL Databases, May 2022: Hadoop Ecosystem, June 2022: Data Warehousing, "
Writing Powerful Data Science Articles,"This free crash course on writing powerful data science articles is conducted over two sessions of 1-hour each. Here’s the agenda for both sessions:
Session 1: How to Write Powerful Data Science Articles
This is where it all begins!
The power of writing
What should you write about? How to pick a topic your audience will like?
The big question - HOW should you write an article that resonates with your audience?
A quick demo of our writing platform (editor.analyticsvidhya.com)

Session 2: Best Practices - Writing Articles that Grab your Reader’s Attention
This is where we bring it all together.
Tips on how to improve your article’s engagement
Best practices for enhancing your article’s readability
How to increase your article’s reach
Examples, SEO best practices, tips and tricks to increase your article viewership","['Welcome to the Data Science Writing Crash Course!', 'Crash Course - How to Write Powerful Data Science Articles', 'Expert Talk: Writing Powerful Data Science Articles with Parul Pandey', 'Next Steps...']",https://courses.analyticsvidhya.com/courses/writing-powerful-data-science-articles,"course_name: Writing Powerful Data Science Articles, description: This free crash course on writing powerful data science articles is conducted over two sessions of 1-hour each. Here’s the agenda for both sessions:
Session 1: How to Write Powerful Data Science Articles
This is where it all begins!
The power of writing
What should you write about? How to pick a topic your audience will like?
The big question - HOW should you write an article that resonates with your audience?
A quick demo of our writing platform (editor.analyticsvidhya.com)

Session 2: Best Practices - Writing Articles that Grab your Reader’s Attention
This is where we bring it all together.
Tips on how to improve your article’s engagement
Best practices for enhancing your article’s readability
How to increase your article’s reach
Examples, SEO best practices, tips and tricks to increase your article viewership, curriculum: Welcome to the Data Science Writing Crash Course!, Crash Course - How to Write Powerful Data Science Articles, Expert Talk: Writing Powerful Data Science Articles with Parul Pandey, Next Steps..., "
Machine Learning Certification Course for Beginners,"Machine Learning is the science of teaching machines how to learn by themselves. Machine Learning is reshaping and revolutionizing the world and disrupting industries and job functions globally. 
Machine learning is so extensive that you probably use it numerous times a day without knowing it. From unlocking your mobile phones using your face to giving your attendance using a biometric machine, machine learning is being used in almost every stage. 
In this age of machine learning, every aspiring data scientist is expected to upskill themselves in machine learning techniques & tools and apply them to real-world business problems.","['Overview of the Course', 'Introduction to Data Science and Machine Learning', 'Setting up your system', 'Introduction to Python', 'Variables and Data Types', 'Operators', 'Conditional Statements', 'Looping Constructs', 'Data Structures', 'String Manipulation', 'Functions', 'Modules, Packages and Standard Libraries', 'Handling Text Files in Python', 'Introduction to Python Libraries for Data Science', 'Python Libraries for Data Science', 'Reading Data Files in Python', 'Preprocessing, Subsetting and Modifying Pandas Dataframes', 'Sorting and Aggregating Data in Pandas', 'Visualizing Patterns and Trends in Data', 'Machine Learning Lifecycle', 'Problem statement and Hypothesis Generation', 'Importance of Stats and EDA', 'Build Your First Predictive Model', 'Evaluation Metrics', 'Preprocessing Data', 'Build Your First ML Model: k-NN', 'Selecting the Right Model', 'Linear Models', 'Project: Customer Churn Prediction', 'Decision Tree', 'Feature Engineering', 'Project: NYC Taxi Trip Duration prediction']",https://courses.analyticsvidhya.com/courses/Machine-Learning-Certification-Course-for-Beginners,"course_name: Machine Learning Certification Course for Beginners, description: Machine Learning is the science of teaching machines how to learn by themselves. Machine Learning is reshaping and revolutionizing the world and disrupting industries and job functions globally. 
Machine learning is so extensive that you probably use it numerous times a day without knowing it. From unlocking your mobile phones using your face to giving your attendance using a biometric machine, machine learning is being used in almost every stage. 
In this age of machine learning, every aspiring data scientist is expected to upskill themselves in machine learning techniques & tools and apply them to real-world business problems., curriculum: Overview of the Course, Introduction to Data Science and Machine Learning, Setting up your system, Introduction to Python, Variables and Data Types, Operators, Conditional Statements, Looping Constructs, Data Structures, String Manipulation, Functions, Modules, Packages and Standard Libraries, Handling Text Files in Python, Introduction to Python Libraries for Data Science, Python Libraries for Data Science, Reading Data Files in Python, Preprocessing, Subsetting and Modifying Pandas Dataframes, Sorting and Aggregating Data in Pandas, Visualizing Patterns and Trends in Data, Machine Learning Lifecycle, Problem statement and Hypothesis Generation, Importance of Stats and EDA, Build Your First Predictive Model, Evaluation Metrics, Preprocessing Data, Build Your First ML Model: k-NN, Selecting the Right Model, Linear Models, Project: Customer Churn Prediction, Decision Tree, Feature Engineering, Project: NYC Taxi Trip Duration prediction, "
Data Science Career Conclave - Transition to Data Science!,"It feels like half the world wants to move into data science these days, with spectacular perks and a plethora of openings on offer in the industry. Organizations are investing heavily in data science talent to stay or move ahead of their competitors. As a data science aspirant, you couldn’t have picked a better time to change your career!

But this comes with its own set of challenges. We are often asked by folks about how they should transition into data science. People from all sorts of backgrounds – IT, Sales, Finance, HR, Healthcare, etc. – they all want a piece of the data science pie.
In this exclusive course called the “Data Science Career Conclave”, Analytics Vidhya has brought together leading data science experts to share their view on a broad range of data science career topics.
  What is being covered in this Data Science Career Conclave?
As we said, a broad range of topics related to transitioning into a data science career. Here’s a brief list of topics you can look forward to:
Different Roles in Data Science - Which Role is Right for You? - by Mathangi Sri
What are Hiring Managers Really Looking For? - by Kiran R
How to Build your Digital Profile for Data Science - by Dipanjan Sarkar
Panel Discussion: How can you Transition into Data Science in 12 Months?",['Career Conclave'],https://courses.analyticsvidhya.com/courses/data-science-career-conclave,"course_name: Data Science Career Conclave - Transition to Data Science!, description: It feels like half the world wants to move into data science these days, with spectacular perks and a plethora of openings on offer in the industry. Organizations are investing heavily in data science talent to stay or move ahead of their competitors. As a data science aspirant, you couldn’t have picked a better time to change your career!

But this comes with its own set of challenges. We are often asked by folks about how they should transition into data science. People from all sorts of backgrounds – IT, Sales, Finance, HR, Healthcare, etc. – they all want a piece of the data science pie.
In this exclusive course called the “Data Science Career Conclave”, Analytics Vidhya has brought together leading data science experts to share their view on a broad range of data science career topics.
  What is being covered in this Data Science Career Conclave?
As we said, a broad range of topics related to transitioning into a data science career. Here’s a brief list of topics you can look forward to:
Different Roles in Data Science - Which Role is Right for You? - by Mathangi Sri
What are Hiring Managers Really Looking For? - by Kiran R
How to Build your Digital Profile for Data Science - by Dipanjan Sarkar
Panel Discussion: How can you Transition into Data Science in 12 Months?, curriculum: Career Conclave, "
Top Data Science Projects for Analysts and Data Scientists,"This is a very common question interviewers ask in data science interviews. We have conducted hundreds of these interviews for both data analyst and data scientist roles and this is quite often the jackpot question. This is especially true if you’re a fresher or a relative newcomer to data science.
Just doing courses or attaining certifications isn’t good enough. Almost everyone we know holds certifications in various aspects of data science. It adds no value to your resume if you don’t combine it with practical experience.
And that’s where open-source data science projects play such a key role!","['Welcome to the course!', 'Machine Learning Projects', 'Deep Learning Projects', 'Computer Vision Projects', 'Natural Language Processing (NLP) Projects', 'Reinforcement Learning Projects', 'Data Engineering Projects', 'Other Data Science Projects']",https://courses.analyticsvidhya.com/courses/top-data-science-projects-for-analysts-and-data-scientists,"course_name: Top Data Science Projects for Analysts and Data Scientists, description: This is a very common question interviewers ask in data science interviews. We have conducted hundreds of these interviews for both data analyst and data scientist roles and this is quite often the jackpot question. This is especially true if you’re a fresher or a relative newcomer to data science.
Just doing courses or attaining certifications isn’t good enough. Almost everyone we know holds certifications in various aspects of data science. It adds no value to your resume if you don’t combine it with practical experience.
And that’s where open-source data science projects play such a key role!, curriculum: Welcome to the course!, Machine Learning Projects, Deep Learning Projects, Computer Vision Projects, Natural Language Processing (NLP) Projects, Reinforcement Learning Projects, Data Engineering Projects, Other Data Science Projects, "
Getting Started with Git and GitHub for Data Science Professionals,"Ever heard of version control? It is one of the most important concepts in a data scientist’s daily role - and yet most newcomers and beginners haven’t even come across it! This is a fallacy you must overcome as soon as possible.
You need to understand how to navigate through Git and GitHub if you want to make it as a data science professional. While a lot of folks know about these tools (having used them for cloning open source code from Google Research and other top data science organizations), they never really understand their real purpose.
The beauty of version control will be akin to a revelation. The way you can create a remote project and have all your team members work on different features parallelly yet independently but still have a stable running code at the end of the day - priceless! A lot of the problem we face in data science while working remotely and independently will be erased with a quick understanding of Git and GitHub.
Yes, this course really is that important!","['Getting Familiar with Git and Github', 'Understand Git Terminology', 'Get Started with Git', 'Going Remote - Get started with Github', ""What's next?""]",https://courses.analyticsvidhya.com/courses/getting-started-with-git-and-github-for-data-science-professionals,"course_name: Getting Started with Git and GitHub for Data Science Professionals, description: Ever heard of version control? It is one of the most important concepts in a data scientist’s daily role - and yet most newcomers and beginners haven’t even come across it! This is a fallacy you must overcome as soon as possible.
You need to understand how to navigate through Git and GitHub if you want to make it as a data science professional. While a lot of folks know about these tools (having used them for cloning open source code from Google Research and other top data science organizations), they never really understand their real purpose.
The beauty of version control will be akin to a revelation. The way you can create a remote project and have all your team members work on different features parallelly yet independently but still have a stable running code at the end of the day - priceless! A lot of the problem we face in data science while working remotely and independently will be erased with a quick understanding of Git and GitHub.
Yes, this course really is that important!, curriculum: Getting Familiar with Git and Github, Understand Git Terminology, Get Started with Git, Going Remote - Get started with Github, What's next?, "
Machine Learning Starter Program,"We generate more than 2.5 quintillion bytes of data every day - and companies across the globe are hiring data scientists to make sense of this data.
A data scientist’s job is one of the most sought-after in the 21st century. Companies are increasingly looking for professionals with a variety of skills in Machine Learning. And that's what we are here to give you via our Machine Learning Starter Program.
This is the perfect starting point to ignite your fledgling machine learning career and take a HUGE step towards your dream data scientist role.",[],https://courses.analyticsvidhya.com/bundles/machine-learning-starter-program,"course_name: Machine Learning Starter Program, description: We generate more than 2.5 quintillion bytes of data every day - and companies across the globe are hiring data scientists to make sense of this data.
A data scientist’s job is one of the most sought-after in the 21st century. Companies are increasingly looking for professionals with a variety of skills in Machine Learning. And that's what we are here to give you via our Machine Learning Starter Program.
This is the perfect starting point to ignite your fledgling machine learning career and take a HUGE step towards your dream data scientist role., curriculum: , "
"Data Science Hacks, Tips and Tricks","Data Exploration Hacks - Do you know how to get a full report of your dataset in just 1 line of code? Explore the data like a pro. Understand and practically work on data with shorter lines of code.
Python hacks, tips and tricks - Python is simple to understand language and is the go-to language to implement machine learning. Learn the ‘pythonic’ way to code in this course
Data Visualization Tips and Tricks - Visualizing data in the right way can be the make-or-brake situation in your meeting with your seniors. To be able to tell a story through the use of different visualizations. In these visualization hacks, tips and tricks we explore different libraries and their different modules and how to implement them. Did you know you can make interactive plots using pandas dataframe in just one line of code? We’ll see this data science hack in this course
Data Preprocessing Hacks - Data preprocessing is a really important step before model building. Standardization, normalization, encoding categorical variables are just a few of these. You’ll learn which functions to use and tuning which parameters would be the most suitable for you
Jupyter Notebook hacks, tips and tricks - In jupyter notebook, you can write in multiple lines at the same time using multicursor, change the theme of your notebook, display multiple outputs for the same cell. These tricks and tips help you to focus on what’s really important and that is data analysis and discards unnecessary hassle
Other Data Science and Machine Learning Hacks - Hacks related to machine learning algorithms, hyperparameter tuning, evaluating your machine learning model. Using these hacks you’ll be able to identify new methods to take your data science skills to the next level!","['Introduction to Data Science Hacks, Tips and Tricks Course', 'Data Science Hack #1 - Resource Downloader', 'Data Science Hack #2 - Pandas Apply', 'Data Science Hack #3 - how to extract email addresses from text?', 'Data Science Hack #4 - Pandas Boolean Indexing', 'Data Science Hack #5 - Pandas Pivot Table', 'Data Science Hack #6 - Splitting a String in Python', 'Data Science Hack #7 - Transforming distributions to Normal Distributions', 'Data Science Hack #8 - Remove Emojis from text', 'Data Science Hack #9 - Elbow method for kNN classifier', 'Data Science Hack #10 - Pandas crosstab for quick exploratory analysis', 'Data Science Hack #11 - Scaling features using MinMax Scaler', 'Data Science Hack #12 - Feature Engineering for Date Time Features', 'Data Science Hack #13 - Creating dummy test data using sklearn', 'Data Science Hack #14 - Image Augmentation to increase size of Training data', 'Data Science Hack #15 - Fast Tokenization using Hugging Face', 'Data Science Hack #16 - Stratified sampling using sklearn', 'Data Science Hack #17 - Reading html files using Pandas read_html', 'Data Science Hack #18 - Extract different data types into different dataframes', 'Data Science Hack #19 - Pandas profiling for quick exploratory analysis', 'Data Science Hack #20 - Change wide form dataframe to Long form dataframe', 'Data Science Hack #21 - Magic functions in Jupyter notebooks', 'Data Science Hack #22 - Set Jupyter theme', 'Data Science Hack #23 Change Cell width in Jupyter notebook', 'Data Science Hack #24 - Change Datatype to datetime', 'Data Science Hack #25 - Sharing jupyter notebook', 'Data Science Hack #26 - Visualize Decision Tree', 'Data Science Hack #27 - Invert Dictionary in Python', 'Data Science Hack #28 Visualize Interactive plot', 'Data Science Hack #29 - Write python file directly from jupyter notebook cell', 'Data Science Hack #31 Feature Selection', 'Data Science Hack #32 Convert string into characters', 'Data Science Hack #33 Apply pandas in parallel', 'Data Science Hack #34 Convert Date format', 'Data Science Hack #35 Make images of same size', 'Data Science Hack #36 Regex testing and debugging']",https://courses.analyticsvidhya.com/courses/data-science-hacks-tips-and-tricks,"course_name: Data Science Hacks, Tips and Tricks, description: Data Exploration Hacks - Do you know how to get a full report of your dataset in just 1 line of code? Explore the data like a pro. Understand and practically work on data with shorter lines of code.
Python hacks, tips and tricks - Python is simple to understand language and is the go-to language to implement machine learning. Learn the ‘pythonic’ way to code in this course
Data Visualization Tips and Tricks - Visualizing data in the right way can be the make-or-brake situation in your meeting with your seniors. To be able to tell a story through the use of different visualizations. In these visualization hacks, tips and tricks we explore different libraries and their different modules and how to implement them. Did you know you can make interactive plots using pandas dataframe in just one line of code? We’ll see this data science hack in this course
Data Preprocessing Hacks - Data preprocessing is a really important step before model building. Standardization, normalization, encoding categorical variables are just a few of these. You’ll learn which functions to use and tuning which parameters would be the most suitable for you
Jupyter Notebook hacks, tips and tricks - In jupyter notebook, you can write in multiple lines at the same time using multicursor, change the theme of your notebook, display multiple outputs for the same cell. These tricks and tips help you to focus on what’s really important and that is data analysis and discards unnecessary hassle
Other Data Science and Machine Learning Hacks - Hacks related to machine learning algorithms, hyperparameter tuning, evaluating your machine learning model. Using these hacks you’ll be able to identify new methods to take your data science skills to the next level!, curriculum: Introduction to Data Science Hacks, Tips and Tricks Course, Data Science Hack #1 - Resource Downloader, Data Science Hack #2 - Pandas Apply, Data Science Hack #3 - how to extract email addresses from text?, Data Science Hack #4 - Pandas Boolean Indexing, Data Science Hack #5 - Pandas Pivot Table, Data Science Hack #6 - Splitting a String in Python, Data Science Hack #7 - Transforming distributions to Normal Distributions, Data Science Hack #8 - Remove Emojis from text, Data Science Hack #9 - Elbow method for kNN classifier, Data Science Hack #10 - Pandas crosstab for quick exploratory analysis, Data Science Hack #11 - Scaling features using MinMax Scaler, Data Science Hack #12 - Feature Engineering for Date Time Features, Data Science Hack #13 - Creating dummy test data using sklearn, Data Science Hack #14 - Image Augmentation to increase size of Training data, Data Science Hack #15 - Fast Tokenization using Hugging Face, Data Science Hack #16 - Stratified sampling using sklearn, Data Science Hack #17 - Reading html files using Pandas read_html, Data Science Hack #18 - Extract different data types into different dataframes, Data Science Hack #19 - Pandas profiling for quick exploratory analysis, Data Science Hack #20 - Change wide form dataframe to Long form dataframe, Data Science Hack #21 - Magic functions in Jupyter notebooks, Data Science Hack #22 - Set Jupyter theme, Data Science Hack #23 Change Cell width in Jupyter notebook, Data Science Hack #24 - Change Datatype to datetime, Data Science Hack #25 - Sharing jupyter notebook, Data Science Hack #26 - Visualize Decision Tree, Data Science Hack #27 - Invert Dictionary in Python, Data Science Hack #28 Visualize Interactive plot, Data Science Hack #29 - Write python file directly from jupyter notebook cell, Data Science Hack #31 Feature Selection, Data Science Hack #32 Convert string into characters, Data Science Hack #33 Apply pandas in parallel, Data Science Hack #34 Convert Date format, Data Science Hack #35 Make images of same size, Data Science Hack #36 Regex testing and debugging, "
Introduction to Business Analytics,"Getting Started with Business Analytics
What is Business Analytics? Why has it become so popular recently? What are some of the popular applications of Business Analytics? And more importantly, how can you get started with learning Business Analytics from scratch?
With growth in digitisation, Business Analytics is ubiquitous right now. Organizations are splurging to integrate data science solutions in their daily processes. This is where they need Business Analysts.
Why pursue Business Analytics:
Data is ubiquitous! Organizations need people who can use Business Analytics tools and techniques to make sense of this data. 
It is one of the hottest field in the industry right now
There are so many Business Analytics tools and techniques which can be applied to solve business problems. Keep learning, keep growing!
The potential of Business Analytics is limitless - spanning across industries, roles and functions","['What is Business Analytics?', 'Spectrum of Business Analytics', 'Skills Required for Business Analytics and Roadmap of Business Analytics Program', 'Case study: Ezine Publishing']",https://courses.analyticsvidhya.com/courses/introduction-to-analytics,"course_name: Introduction to Business Analytics, description: Getting Started with Business Analytics
What is Business Analytics? Why has it become so popular recently? What are some of the popular applications of Business Analytics? And more importantly, how can you get started with learning Business Analytics from scratch?
With growth in digitisation, Business Analytics is ubiquitous right now. Organizations are splurging to integrate data science solutions in their daily processes. This is where they need Business Analysts.
Why pursue Business Analytics:
Data is ubiquitous! Organizations need people who can use Business Analytics tools and techniques to make sense of this data. 
It is one of the hottest field in the industry right now
There are so many Business Analytics tools and techniques which can be applied to solve business problems. Keep learning, keep growing!
The potential of Business Analytics is limitless - spanning across industries, roles and functions, curriculum: What is Business Analytics?, Spectrum of Business Analytics, Skills Required for Business Analytics and Roadmap of Business Analytics Program, Case study: Ezine Publishing, "
Introduction to PyTorch for Deep Learning,"Welcome to the world of PyTorch - a deep learning framework that has changed and re-imagined the way we build deep learning models.
  PyTorch was recently voted as the favorite deep learning framework among researchers. It has left TensorFlow behind and continues to be the deep learning framework of choice for many experts and practitioners.
  PyTorch is super flexible and is quite easy to grasp, even for deep learning beginners. If you work on deep learning and computer vision projects, you’ll love working with PyTorch.","['What is PyTorch?', 'Neural Networks', 'Implementing a Neural Network in Pytorch', 'Deep Learning on Pytorch']",https://courses.analyticsvidhya.com/courses/introduction-to-pytorch-for-deeplearning,"course_name: Introduction to PyTorch for Deep Learning, description: Welcome to the world of PyTorch - a deep learning framework that has changed and re-imagined the way we build deep learning models.
  PyTorch was recently voted as the favorite deep learning framework among researchers. It has left TensorFlow behind and continues to be the deep learning framework of choice for many experts and practitioners.
  PyTorch is super flexible and is quite easy to grasp, even for deep learning beginners. If you work on deep learning and computer vision projects, you’ll love working with PyTorch., curriculum: What is PyTorch?, Neural Networks, Implementing a Neural Network in Pytorch, Deep Learning on Pytorch, "
Introduction to Natural Language Processing,"Natural Language Processing is the art of extracting information from unstructured text. Learn basics of Natural Language Processing, Regular Expressions & text sentiment analysis using machine learning in this course.","['Module 1 : Introduction to Natural Language Processing', 'Module 2: Learn to use Regular Expressions', 'Module 3: First Step of NLP - Text Processing', 'Module 4: NLP Certification Exam', 'Module 5: Where to go from here?']",https://courses.analyticsvidhya.com/courses/Intro-to-NLP,"course_name: Introduction to Natural Language Processing, description: Natural Language Processing is the art of extracting information from unstructured text. Learn basics of Natural Language Processing, Regular Expressions & text sentiment analysis using machine learning in this course., curriculum: Module 1 : Introduction to Natural Language Processing, Module 2: Learn to use Regular Expressions, Module 3: First Step of NLP - Text Processing, Module 4: NLP Certification Exam, Module 5: Where to go from here?, "
Getting started with Decision Trees,"What is a Decision Tree?
A Decision Tree is a flowchart like structure, where each node represents a decision, each branch represents an outcome of the decision, and each terminal node provides a prediction / label.

Why learn about Decision Trees?
Decision Trees are the most widely and commonly used machine learning algorithms.
Decision Trees can be used for solving both classification as well as regression problems.
Decision Trees are robust to Outliers, so if you have Outliers in your data - you can still build Decision Tree models without worrying about impact of Outliers on your model.
Decision Trees are easy to interpret and hence have multiple applications in different industries.",['Getting Started with Decision Tree'],https://courses.analyticsvidhya.com/courses/getting-started-with-decision-trees,"course_name: Getting started with Decision Trees, description: What is a Decision Tree?
A Decision Tree is a flowchart like structure, where each node represents a decision, each branch represents an outcome of the decision, and each terminal node provides a prediction / label.

Why learn about Decision Trees?
Decision Trees are the most widely and commonly used machine learning algorithms.
Decision Trees can be used for solving both classification as well as regression problems.
Decision Trees are robust to Outliers, so if you have Outliers in your data - you can still build Decision Tree models without worrying about impact of Outliers on your model.
Decision Trees are easy to interpret and hence have multiple applications in different industries., curriculum: Getting Started with Decision Tree, "
Introduction to Python,"Do you want to enter the field of Data Science? Are you intimidated by the coding you would need to learn? Are you looking to learn Python to switch to a data science career?
You have come to just the right place!
Most industry experts recommend starting your Data Science journey with Python
Across biggest companies and startups, Python is the most used language for Data Science and Machine Learning Projects
Stackoverflow survey for 2019 had Python outrank Java in the list of most loved languages
Python is a very versatile language since it has a wide array of functionalities already available. The sheer range of functionalities might sound too exhaustive and complicated, you don’t need to be well-versed with them all.
Most data scientists have a few go-to libraries for their daily tasks like:
for performing data cleaning and analysis - pandas
for basic statistical tools – numpy, scipy
for data visualization – matplotlib, seaborn","['Overview of the Course', 'Introduction to Python', 'Understanding Operators', 'Variables and Data Types', 'Conditional Statements', 'Looping Constructs', 'Functions', 'Data Structure', 'Lists', 'Dictionaries', 'Understanding Standard Libraries in Python', 'Reading a CSV File in Python', 'Data Frames and basic operations with Data Frames', 'Indexing a Data Frame', 'Data Manipulation and Visualization', 'Regular Expressions', 'Cheatsheet for Python', 'Evaluate', 'Feedback', 'Where to go from here?']",https://courses.analyticsvidhya.com/courses/introduction-to-data-science,"course_name: Introduction to Python, description: Do you want to enter the field of Data Science? Are you intimidated by the coding you would need to learn? Are you looking to learn Python to switch to a data science career?
You have come to just the right place!
Most industry experts recommend starting your Data Science journey with Python
Across biggest companies and startups, Python is the most used language for Data Science and Machine Learning Projects
Stackoverflow survey for 2019 had Python outrank Java in the list of most loved languages
Python is a very versatile language since it has a wide array of functionalities already available. The sheer range of functionalities might sound too exhaustive and complicated, you don’t need to be well-versed with them all.
Most data scientists have a few go-to libraries for their daily tasks like:
for performing data cleaning and analysis - pandas
for basic statistical tools – numpy, scipy
for data visualization – matplotlib, seaborn, curriculum: Overview of the Course, Introduction to Python, Understanding Operators, Variables and Data Types, Conditional Statements, Looping Constructs, Functions, Data Structure, Lists, Dictionaries, Understanding Standard Libraries in Python, Reading a CSV File in Python, Data Frames and basic operations with Data Frames, Indexing a Data Frame, Data Manipulation and Visualization, Regular Expressions, Cheatsheet for Python, Evaluate, Feedback, Where to go from here?, "
Loan Prediction Practice Problem (Using Python),"This course is designed for people who want to solve binary classification problems. Classification is a skill every Data Scientist should be well versed in.
In this course, we are solving a real life case study of Dream Housing Finance. The company deals in all home loans. They have a presence across all urban, semi-urban and rural areas. Customers first apply for a home loan after that company validates the customer's eligibility. The company wants to automate the loan eligibility process (real-time) based on customer detail provided while filling online application form.
By the end of the course, you will have a solid understanding of Classification problem and Various approaches to solve the probem",['Loan Prediction : Practice Problem'],https://courses.analyticsvidhya.com/courses/loan-prediction-practice-problem-using-python,"course_name: Loan Prediction Practice Problem (Using Python), description: This course is designed for people who want to solve binary classification problems. Classification is a skill every Data Scientist should be well versed in.
In this course, we are solving a real life case study of Dream Housing Finance. The company deals in all home loans. They have a presence across all urban, semi-urban and rural areas. Customers first apply for a home loan after that company validates the customer's eligibility. The company wants to automate the loan eligibility process (real-time) based on customer detail provided while filling online application form.
By the end of the course, you will have a solid understanding of Classification problem and Various approaches to solve the probem, curriculum: Loan Prediction : Practice Problem, "
Big Mart Sales Prediction Using R,"Sales prediction is a very common real life problem that each company faces at least once in its life time. If done correctly, it can have a significant impact on the success and performance of that company.
In this course you will be working on the Big Mart Sales Prediction Challenge.
The course will equip you with the skills and techniques required to solve regression problems in R. You will be provided with sufficient theory and practice material to hone your predictive modeling skills.",['Big Mart Sales'],https://courses.analyticsvidhya.com/courses/big-mart-sales-prediction-using-r,"course_name: Big Mart Sales Prediction Using R, description: Sales prediction is a very common real life problem that each company faces at least once in its life time. If done correctly, it can have a significant impact on the success and performance of that company.
In this course you will be working on the Big Mart Sales Prediction Challenge.
The course will equip you with the skills and techniques required to solve regression problems in R. You will be provided with sufficient theory and practice material to hone your predictive modeling skills., curriculum: Big Mart Sales, "
